Time/s,Azimuth/deg,Zenith/deg
200074,-83.53200000,43.57900000
200075,-83.69000000,40.83800000
200076,-83.86100000,37.86900000
200077,-84.71300000,46.14500000
200078,-84.81300000,43.58300000
200079,-84.91900000,40.83600000
200080,-85.03000000,37.86100000
200081,-86.04200000,46.15200000
200082,-86.09500000,43.58600000
200083,-86.14800000,40.83500000
200084,-86.19900000,37.85500000
200085,-87.37100000,46.15800000
200086,-87.37700000,43.58900000
200087,-87.37600000,40.83500000
200088,-87.36700000,37.85100000
200089,-88.70000000,46.16100000
200090,-88.65800000,43.59100000
200091,-88.60500000,40.83600000
200092,-88.53600000,37.85000000
200094,-89.94000000,43.59200000
200095,-89.83400000,40.83700000
200096,-89.70500000,37.85100000
200667,89.73000000,44.67400000
200668,88.92000000,47.15100000
200670,89.45000000,42.04700000
200671,88.44000000,44.68400000
200672,87.58000000,47.15500000
200673,89.48000000,39.23300000
200674,88.21000000,42.06500000
200675,87.16000000,44.69400000
200676,86.25000000,47.15700000
200677,88.29000000,39.26300000
200678,86.98000000,42.08400000
200679,85.87000000,44.70300000
200680,84.92000000,47.15700000
200681,87.11000000,39.29600000
200682,85.74000000,42.10400000
200683,84.59000000,44.71200000
200684,83.59000000,47.15600000
200685,85.92000000,39.33000000
200686,84.50000000,42.12500000
200687,83.30000000,44.72000000
200688,82.26000000,47.15200000
200689,84.74000000,39.36700000
200690,83.26000000,42.14700000
200691,82.02000000,44.72800000
200692,80.93000000,47.14700000
200693,83.55000000,39.40700000
200694,82.02000000,42.16900000
200695,80.73000000,44.73500000
200696,79.61000000,47.14000000
200697,82.36000000,39.44800000
200698,80.79000000,42.19200000
200699,79.45000000,44.74100000
200700,78.28000000,47.13200000
200701,81.17000000,39.49200000
200702,79.55000000,42.21600000
200703,78.16000000,44.74700000
200704,76.95000000,47.12200000
200705,79.98000000,39.53800000
200706,78.31000000,42.24000000
200707,76.88000000,44.75200000
200708,75.63000000,47.11000000
200709,78.78000000,39.58600000
200710,77.07000000,42.26500000
200711,75.59000000,44.75700000
200712,74.30000000,47.09600000
200713,77.59000000,39.63600000
200714,75.82000000,42.29100000
200715,74.31000000,44.76200000
200716,72.98000000,47.08100000
200717,76.39000000,39.68900000
200718,74.58000000,42.31800000
200719,73.03000000,44.76500000
200720,71.66000000,47.06400000
200721,75.19000000,39.74300000
200722,73.34000000,42.34500000
200723,71.74000000,44.76900000
200724,70.33000000,47.04500000
200725,73.99000000,39.80000000
200726,72.10000000,42.37300000
200727,70.46000000,44.77100000
200728,69.01000000,47.02500000
200729,72.79000000,39.85800000
200730,70.86000000,42.40200000
200731,69.18000000,44.77300000
200732,67.69000000,47.00300000
200733,71.58000000,39.91900000
200734,69.61000000,42.43100000
200735,67.90000000,44.77500000
200736,66.38000000,46.98000000
200737,70.38000000,39.98100000
200738,68.37000000,42.46100000
200739,66.62000000,44.77600000
200740,65.06000000,46.95500000
200741,69.17000000,40.04600000
200742,67.12000000,42.49200000
200743,65.34000000,44.77700000
200744,63.74000000,46.92800000
200745,67.96000000,40.11200000
200746,65.88000000,42.52300000
200747,64.05000000,44.77700000
200748,62.43000000,46.90000000
200749,66.75000000,40.18000000
200750,64.63000000,42.55500000
200751,62.77000000,44.77700000
200752,61.11000000,46.87000000
200753,65.53000000,40.25000000
200754,63.38000000,42.58800000
200755,61.49000000,44.77600000
200756,59.80000000,46.83900000
200757,64.31000000,40.32200000
200758,62.14000000,42.62100000
200759,60.21000000,44.77500000
200760,58.49000000,46.80700000
200761,63.10000000,40.39600000
200762,60.89000000,42.65500000
200763,58.94000000,44.77300000
200764,57.18000000,46.77200000
200765,61.87000000,40.47100000
200766,59.64000000,42.69000000
200767,57.66000000,44.77100000
200768,55.87000000,46.73700000
200769,60.65000000,40.54800000
200770,58.39000000,42.72500000
200771,56.38000000,44.76900000
200772,54.56000000,46.70000000
200773,59.43000000,40.62600000
200774,57.14000000,42.76100000
200775,55.10000000,44.76600000
200776,53.25000000,46.66200000
200777,58.20000000,40.70700000
200778,55.89000000,42.79700000
200779,53.82000000,44.76200000
200780,51.95000000,46.62200000
200781,56.97000000,40.78800000
200782,54.64000000,42.83400000
200783,52.55000000,44.75900000
200784,50.64000000,46.58100000
200785,55.74000000,40.87200000
200786,53.39000000,42.87100000
200787,51.27000000,44.75400000
200788,49.34000000,46.53800000
200789,54.51000000,40.95600000
200790,52.13000000,42.90900000
200791,49.99000000,44.75000000
200792,48.04000000,46.49500000
200793,53.27000000,41.04200000
200794,50.88000000,42.94700000
200795,48.72000000,44.74500000
200796,46.74000000,46.45000000
200797,52.03000000,41.13000000
200798,49.63000000,42.98600000
200799,47.44000000,44.74000000
200800,45.44000000,46.40400000
200801,50.79000000,41.21900000
200802,48.37000000,43.02600000
200803,46.17000000,44.73400000
200804,44.15000000,46.35600000
200805,49.55000000,41.30900000
200806,47.11000000,43.06600000
200807,44.90000000,44.72800000
200808,42.85000000,46.30800000
200809,48.30000000,41.40000000
200810,45.86000000,43.10600000
200811,43.62000000,44.72200000
200812,41.56000000,46.25800000
200813,47.06000000,41.49300000
200814,44.60000000,43.14700000
200815,42.35000000,44.71500000
200816,40.27000000,46.20700000
200817,45.81000000,41.58600000
200818,43.34000000,43.18800000
200819,41.08000000,44.70800000
200820,38.98000000,46.15500000
200821,44.56000000,41.68100000
200822,42.08000000,43.23000000
200823,39.81000000,44.70100000
200824,37.69000000,46.10200000
200825,43.30000000,41.77700000
200826,40.83000000,43.27200000
200827,38.54000000,44.69300000
200828,36.40000000,46.04800000
200829,42.05000000,41.87300000
200830,39.57000000,43.31500000
200831,37.27000000,44.68500000
200832,35.12000000,45.99300000
200833,40.79000000,41.97100000
200834,38.30000000,43.35700000
200835,36.00000000,44.67700000
200836,33.83000000,45.93700000
200837,39.53000000,42.07000000
200838,37.04000000,43.40100000
200839,34.73000000,44.66900000
200840,32.55000000,45.88000000
200841,38.27000000,42.16900000
200842,35.78000000,43.44400000
200843,33.46000000,44.66000000
200844,31.27000000,45.82300000
200845,37.00000000,42.27000000
200846,34.52000000,43.48800000
200847,32.19000000,44.65100000
200848,29.99000000,45.76400000
200849,35.74000000,42.37100000
200850,33.25000000,43.53300000
200851,30.92000000,44.64200000
200852,28.72000000,45.70500000
200853,34.47000000,42.47200000
200854,31.99000000,43.57700000
200855,29.65000000,44.63300000
200856,27.44000000,45.64400000
200857,33.20000000,42.57500000
200858,30.72000000,43.62200000
200859,28.39000000,44.62400000
200860,26.17000000,45.58300000
200861,31.92000000,42.67800000
200862,29.46000000,43.66700000
200863,27.12000000,44.61400000
200864,24.90000000,45.52200000
200865,30.65000000,42.78200000
200866,28.19000000,43.71300000
200867,25.86000000,44.60400000
200868,23.63000000,45.45900000
200869,29.37000000,42.88600000
200870,26.92000000,43.75900000
200871,24.59000000,44.59400000
200872,22.36000000,45.39600000
200873,28.09000000,42.99000000
200874,25.65000000,43.80500000
200875,23.33000000,44.58400000
200876,21.10000000,45.33200000
200877,26.81000000,43.09500000
200878,24.38000000,43.85100000
200879,22.06000000,44.57400000
200880,19.83000000,45.26800000
200881,25.53000000,43.20100000
200882,23.11000000,43.89700000
200883,20.80000000,44.56400000
200884,18.57000000,45.20300000
200885,24.24000000,43.30600000
200886,21.84000000,43.94400000
200887,19.54000000,44.55400000
200888,17.31000000,45.13800000
200889,22.95000000,43.41200000
200890,20.57000000,43.99000000
200891,18.28000000,44.54300000
200892,16.06000000,45.07300000
200893,21.66000000,43.51900000
200894,19.30000000,44.03700000
200895,17.01000000,44.53300000
200896,14.80000000,45.00700000
200897,20.37000000,43.62500000
200898,18.03000000,44.08400000
200899,15.75000000,44.52200000
200900,13.55000000,44.94000000
200901,19.08000000,43.73100000
200902,16.75000000,44.13200000
200903,14.49000000,44.51200000
200904,12.29000000,44.87300000
200905,17.78000000,43.83800000
200906,15.48000000,44.17900000
200907,13.23000000,44.50100000
200908,11.04000000,44.80600000
200909,16.49000000,43.94500000
200910,14.20000000,44.22600000
200911,11.97000000,44.49100000
200912,9.79000000,44.73900000
200913,15.19000000,44.05100000
200914,12.93000000,44.27400000
200915,10.72000000,44.48000000
200916,8.55000000,44.67100000
200917,13.89000000,44.15800000
200918,11.65000000,44.32100000
200919,9.46000000,44.46900000
200920,7.30000000,44.60400000
200921,12.58000000,44.26400000
200922,10.37000000,44.36900000
200923,8.20000000,44.45900000
200924,6.06000000,44.53600000
200925,11.28000000,44.37100000
200926,9.10000000,44.41600000
200927,6.94000000,44.44900000
200928,4.82000000,44.46800000
200929,9.97000000,44.47700000
200930,7.82000000,44.46400000
200931,5.69000000,44.43800000
200932,3.58000000,44.40000000
200933,8.67000000,44.58300000
200934,6.54000000,44.51200000
200935,4.43000000,44.42800000
200936,2.35000000,44.33300000
200937,7.36000000,44.68800000
200938,5.26000000,44.55900000
200939,3.18000000,44.41800000
200940,1.11000000,44.26500000
200941,6.05000000,44.79400000
200942,3.98000000,44.60700000
200943,1.92000000,44.40800000
200944,-0.12000000,44.19700000
200945,4.73000000,44.89900000
200946,2.70000000,44.65400000
200947,0.67000000,44.39800000
200948,-1.35000000,44.12900000
200949,3.42000000,45.00300000
200950,1.42000000,44.70200000
200951,-0.58000000,44.38800000
200952,-2.58000000,44.06200000
200953,2.10000000,45.10700000
200954,0.13000000,44.74900000
200955,-1.84000000,44.37800000
200956,-3.81000000,43.99500000
200957,0.79000000,45.21100000
200958,-1.15000000,44.79700000
200959,-3.09000000,44.36900000
200960,-5.04000000,43.92800000
200961,-0.53000000,45.31400000
200962,-2.43000000,44.84400000
200963,-4.34000000,44.36000000
200964,-6.26000000,43.86200000
200965,-1.85000000,45.41700000
200966,-3.72000000,44.89100000
200967,-5.59000000,44.35100000
200968,-7.48000000,43.79600000
200969,-3.17000000,45.51900000
200970,-5.00000000,44.93800000
200971,-6.84000000,44.34200000
200972,-8.70000000,43.73000000
200973,-4.50000000,45.62000000
200974,-6.29000000,44.98500000
200975,-8.10000000,44.33300000
200976,-9.92000000,43.66500000
200977,-5.82000000,45.72000000
200978,-7.57000000,45.03200000
200979,-9.35000000,44.32500000
200980,-11.14000000,43.60000000
200981,-7.15000000,45.82000000
200982,-8.86000000,45.07800000
200983,-10.59000000,44.31700000
200984,-12.35000000,43.53600000
200985,-8.48000000,45.91900000
200986,-10.15000000,45.12500000
200987,-11.84000000,44.30900000
200988,-13.56000000,43.47200000
200989,-9.80000000,46.01800000
200990,-11.44000000,45.17100000
200991,-13.09000000,44.30100000
200992,-14.78000000,43.40900000
200993,-11.13000000,46.11500000
200994,-12.72000000,45.21700000
200995,-14.34000000,44.29400000
200996,-15.99000000,43.34700000
200997,-12.46000000,46.21200000
200998,-14.01000000,45.26300000
200999,-15.59000000,44.28700000
201000,-17.19000000,43.28500000
201001,-13.80000000,46.30800000
201002,-15.30000000,45.30800000
201003,-16.84000000,44.28000000
201004,-18.40000000,43.22400000
201005,-15.13000000,46.40200000
201006,-16.59000000,45.35300000
201007,-18.08000000,44.27400000
201008,-19.60000000,43.16400000
201009,-16.46000000,46.49600000
201010,-17.88000000,45.39800000
201011,-19.33000000,44.26800000
201012,-20.81000000,43.10500000
201013,-17.80000000,46.58900000
201014,-19.17000000,45.44300000
201015,-20.58000000,44.26300000
201016,-22.01000000,43.04700000
201017,-19.13000000,46.68100000
201018,-20.46000000,45.48800000
201019,-21.82000000,44.25700000
201020,-23.21000000,42.98900000
201021,-20.47000000,46.77200000
201022,-21.76000000,45.53200000
201023,-23.07000000,44.25300000
201024,-24.41000000,42.93300000
201025,-21.81000000,46.86100000
201026,-23.05000000,45.57500000
201027,-24.31000000,44.24800000
201028,-25.61000000,42.87800000
201029,-23.15000000,46.95000000
201030,-24.34000000,45.61900000
201031,-25.56000000,44.24400000
201032,-26.80000000,42.82400000
201033,-24.49000000,47.03700000
201034,-25.63000000,45.66200000
201035,-26.80000000,44.24100000
201036,-28.00000000,42.77000000
201037,-25.83000000,47.12300000
201038,-26.93000000,45.70500000
201039,-28.05000000,44.23800000
201040,-29.19000000,42.71900000
201041,-27.17000000,47.20800000
201042,-28.22000000,45.74800000
201043,-29.29000000,44.23500000
201044,-30.38000000,42.66800000
201045,-28.51000000,47.29200000
201046,-29.52000000,45.79000000
201047,-30.53000000,44.23300000
201048,-31.57000000,42.61800000
201049,-29.86000000,47.37400000
201050,-30.81000000,45.83100000
201051,-31.78000000,44.23100000
201052,-32.76000000,42.57000000
201053,-31.20000000,47.45600000
201054,-32.10000000,45.87300000
201055,-33.02000000,44.23000000
201056,-33.95000000,42.52300000
201057,-32.55000000,47.53500000
201058,-33.40000000,45.91400000
201059,-34.26000000,44.23000000
201060,-35.14000000,42.47700000
201061,-33.89000000,47.61400000
201062,-34.70000000,45.95400000
201063,-35.51000000,44.23000000
201064,-36.32000000,42.43300000
201065,-35.24000000,47.69100000
201066,-35.99000000,45.99400000
201067,-36.75000000,44.23000000
201068,-37.51000000,42.39100000
201069,-36.58000000,47.76700000
201070,-37.29000000,46.03400000
201071,-37.99000000,44.23100000
201072,-38.69000000,42.34900000
201073,-37.93000000,47.84100000
201074,-38.58000000,46.07300000
201075,-39.23000000,44.23200000
201076,-39.88000000,42.30900000
201077,-39.28000000,47.91400000
201078,-39.88000000,46.11200000
201079,-40.48000000,44.23400000
201080,-41.06000000,42.27100000
201081,-40.63000000,47.98600000
201082,-41.18000000,46.15100000
201083,-41.72000000,44.23700000
201084,-42.24000000,42.23500000
201085,-41.97000000,48.05600000
201086,-42.47000000,46.18900000
201087,-42.96000000,44.24000000
201088,-43.42000000,42.19900000
201089,-43.32000000,48.12400000
201090,-43.77000000,46.22600000
201091,-44.20000000,44.24400000
201092,-44.60000000,42.16600000
201093,-44.67000000,48.19100000
201094,-45.07000000,46.26300000
201095,-45.44000000,44.24800000
201096,-45.78000000,42.13400000
201097,-46.02000000,48.25700000
201098,-46.37000000,46.30000000
201099,-46.68000000,44.25300000
201100,-46.96000000,42.10400000
201101,-47.37000000,48.32100000
201102,-47.67000000,46.33600000
201103,-47.93000000,44.25800000
201104,-48.14000000,42.07600000
201105,-48.72000000,48.38300000
201106,-48.96000000,46.37100000
201107,-49.17000000,44.26500000
201108,-49.32000000,42.04900000
201109,-50.07000000,48.44400000
201110,-50.26000000,46.40600000
201111,-50.41000000,44.27100000
201112,-50.50000000,42.02500000
201113,-51.42000000,48.50300000
201114,-51.56000000,46.44100000
201115,-51.65000000,44.27900000
201116,-51.67000000,42.00200000
201117,-52.77000000,48.56100000
201118,-52.86000000,46.47500000
201119,-52.89000000,44.28700000
201120,-52.85000000,41.98100000
201121,-54.12000000,48.61700000
201122,-54.16000000,46.50900000
201123,-54.13000000,44.29500000
201124,-54.03000000,41.96100000
201125,-55.47000000,48.67100000
201126,-55.46000000,46.54200000
201127,-55.37000000,44.30500000
201128,-55.20000000,41.94400000
201129,-56.82000000,48.72400000
201130,-56.76000000,46.57400000
201131,-56.62000000,44.31500000
201132,-56.38000000,41.92900000
201133,-58.17000000,48.77500000
201134,-58.05000000,46.60600000
201135,-57.86000000,44.32500000
201136,-57.56000000,41.91500000
201137,-59.52000000,48.82500000
201138,-59.35000000,46.63700000
201139,-59.10000000,44.33700000
201140,-58.74000000,41.90400000
201141,-60.87000000,48.87300000
201142,-60.65000000,46.66800000
201143,-60.34000000,44.34900000
201144,-59.91000000,41.89400000
201145,-62.22000000,48.91900000
201146,-61.95000000,46.69800000
201147,-61.58000000,44.36100000
201148,-61.09000000,41.88700000
201149,-63.57000000,48.96300000
201150,-63.25000000,46.72800000
201151,-62.83000000,44.37500000
201152,-62.27000000,41.88100000
201153,-64.92000000,49.00600000
201154,-64.55000000,46.75700000
201155,-64.07000000,44.38900000
201156,-63.45000000,41.87800000
201157,-66.27000000,49.04700000
201158,-65.85000000,46.78600000
201159,-65.31000000,44.40300000
201160,-64.63000000,41.87600000
201161,-67.62000000,49.08600000
201162,-67.15000000,46.81400000
201163,-66.55000000,44.41900000
201164,-65.80000000,41.87700000
201165,-68.97000000,49.12400000
201166,-68.45000000,46.84200000
201167,-67.80000000,44.43500000
201168,-66.98000000,41.88000000
201169,-70.32000000,49.16000000
201170,-69.75000000,46.86900000
201171,-69.04000000,44.45100000
201172,-68.16000000,41.88400000
201173,-71.67000000,49.19400000
201174,-71.04000000,46.89500000
201175,-70.28000000,44.46900000
201176,-69.35000000,41.89100000
201177,-73.02000000,49.22600000
201178,-72.34000000,46.92100000
201179,-71.53000000,44.48700000
201180,-70.53000000,41.90000000
201181,-74.37000000,49.25700000
201182,-73.64000000,46.94600000
201183,-72.77000000,44.50600000
201184,-71.71000000,41.91100000
201185,-75.71000000,49.28600000
201186,-74.94000000,46.97100000
201187,-74.02000000,44.52500000
201188,-72.89000000,41.92500000
201189,-77.06000000,49.31300000
201190,-76.24000000,46.99500000
201191,-75.26000000,44.54600000
201192,-74.08000000,41.94000000
201193,-78.41000000,49.33900000
201194,-77.54000000,47.01900000
201195,-76.51000000,44.56700000
201196,-75.26000000,41.95700000
201197,-79.75000000,49.36300000
201198,-78.84000000,47.04200000
201199,-77.75000000,44.58800000
201200,-76.45000000,41.97700000
201201,-81.09800000,49.38500000
201202,-80.13300000,47.06400000
201203,-79.00000000,44.61100000
201204,-77.64000000,41.99900000
201205,-82.44200000,49.40600000
201206,-81.43100000,47.08600000
201207,-80.24400000,44.63400000
201208,-78.82000000,42.02200000
201209,-83.78600000,49.42400000
201210,-82.72800000,47.10700000
201211,-81.49100000,44.65700000
201212,-80.01400000,42.04800000
201213,-85.12900000,49.44100000
201214,-84.02600000,47.12800000
201215,-82.73800000,44.68200000
201216,-81.20500000,42.07600000
201217,-86.47200000,49.45700000
201218,-85.32300000,47.14800000
201219,-83.98600000,44.70700000
201220,-82.39800000,42.10700000
201221,-87.81300000,49.47000000
201222,-86.62000000,47.16800000
201223,-85.23400000,44.73300000
201224,-83.59200000,42.13900000
201225,-89.15400000,49.48200000
201226,-87.91700000,47.18700000
201227,-86.48300000,44.75900000
201228,-84.78700000,42.17300000
201230,-89.21300000,47.20600000
201231,-87.73200000,44.78700000
201232,-85.98400000,42.21000000
201235,-88.98200000,44.81500000
201236,-87.18200000,42.24800000
201240,-88.38200000,42.28900000
201244,-89.58400000,42.33100000
201796,88.66000000,52.72300000
201799,88.91000000,50.69400000
201800,87.31000000,52.73200000
201802,89.45000000,48.59600000
201803,87.60000000,50.71500000
201804,85.96000000,52.74000000
201806,88.19000000,48.63100000
201807,86.30000000,50.73500000
201808,84.62000000,52.74700000
201809,89.13000000,46.47000000
201810,86.92000000,48.66600000
201811,84.99000000,50.75500000
201812,83.27000000,52.75100000
201813,87.91000000,46.52300000
201814,85.66000000,48.70200000
201815,83.68000000,50.77500000
201816,81.93000000,52.75500000
201817,86.68000000,46.57900000
201818,84.39000000,48.73900000
201819,82.38000000,50.79300000
201820,80.59000000,52.75700000
201821,85.45000000,46.63600000
201822,83.12000000,48.77600000
201823,81.07000000,50.81200000
201824,79.25000000,52.75700000
201825,84.22000000,46.69500000
201826,81.85000000,48.81400000
201827,79.77000000,50.83000000
201828,77.91000000,52.75600000
201829,82.99000000,46.75500000
201830,80.58000000,48.85200000
201831,78.47000000,50.84700000
201832,76.57000000,52.75400000
201833,81.76000000,46.81700000
201834,79.32000000,48.89100000
201835,77.16000000,50.86400000
201836,75.24000000,52.75000000
201837,80.52000000,46.88100000
201838,78.05000000,48.93100000
201839,75.86000000,50.88000000
201840,73.90000000,52.74400000
201841,79.28000000,46.94600000
201842,76.77000000,48.97000000
201843,74.56000000,50.89600000
201844,72.57000000,52.73800000
201845,78.04000000,47.01300000
201846,75.50000000,49.01100000
201847,73.25000000,50.91200000
201848,71.23000000,52.73000000
201849,76.80000000,47.08100000
201850,74.23000000,49.05200000
201851,71.95000000,50.92700000
201852,69.90000000,52.72000000
201853,75.55000000,47.15100000
201854,72.96000000,49.09300000
201855,70.65000000,50.94200000
201856,68.57000000,52.70900000
201857,74.30000000,47.22300000
201858,71.68000000,49.13500000
201859,69.35000000,50.95600000
201860,67.24000000,52.69700000
201861,73.05000000,47.29500000
201862,70.41000000,49.17700000
201863,68.05000000,50.97000000
201864,65.92000000,52.68400000
201865,71.80000000,47.36900000
201866,69.13000000,49.22000000
201867,66.75000000,50.98300000
201868,64.59000000,52.66900000
201869,70.55000000,47.44500000
201870,67.86000000,49.26300000
201871,65.45000000,50.99600000
201872,63.27000000,52.65400000
201873,69.29000000,47.52200000
201874,66.58000000,49.30700000
201875,64.15000000,51.00800000
201876,61.95000000,52.63600000
201877,68.03000000,47.60000000
201878,65.31000000,49.35100000
201879,62.86000000,51.02000000
201880,60.63000000,52.61800000
201881,66.77000000,47.68000000
201882,64.03000000,49.39600000
201883,61.56000000,51.03200000
201884,59.31000000,52.59900000
201885,65.51000000,47.76000000
201886,62.75000000,49.44100000
201887,60.26000000,51.04300000
201888,57.99000000,52.57800000
201889,64.24000000,47.84200000
201890,61.47000000,49.48600000
201891,58.96000000,51.05400000
201892,56.67000000,52.55600000
201893,62.97000000,47.92500000
201894,60.19000000,49.53200000
201895,57.67000000,51.06500000
201896,55.36000000,52.53300000
201897,61.70000000,48.01000000
201898,58.91000000,49.57800000
201899,56.37000000,51.07500000
201900,54.05000000,52.50900000
201901,60.43000000,48.09500000
201902,57.63000000,49.62500000
201903,55.08000000,51.08500000
201904,52.74000000,52.48400000
201905,59.16000000,48.18200000
201906,56.34000000,49.67200000
201907,53.78000000,51.09500000
201908,51.43000000,52.45800000
201909,57.88000000,48.26900000
201910,55.06000000,49.71900000
201911,52.49000000,51.10400000
201912,50.12000000,52.43100000
201913,56.60000000,48.35800000
201914,53.78000000,49.76700000
201915,51.20000000,51.11300000
201916,48.81000000,52.40300000
201917,55.32000000,48.44700000
201918,52.49000000,49.81500000
201919,49.90000000,51.12100000
201920,47.51000000,52.37400000
201921,54.03000000,48.53800000
201922,51.21000000,49.86300000
201923,48.61000000,51.13000000
201924,46.21000000,52.34400000
201925,52.75000000,48.62900000
201926,49.92000000,49.91200000
201927,47.32000000,51.13800000
201928,44.91000000,52.31300000
201929,51.46000000,48.72200000
201930,48.63000000,49.96100000
201931,46.03000000,51.14500000
201932,43.61000000,52.28200000
201933,50.17000000,48.81500000
201934,47.34000000,50.01000000
201935,44.74000000,51.15300000
201936,42.31000000,52.24900000
201937,48.87000000,48.90900000
201938,46.06000000,50.06000000
201939,43.45000000,51.16000000
201940,41.02000000,52.21600000
201941,47.58000000,49.00300000
201942,44.77000000,50.10900000
201943,42.16000000,51.16700000
201944,39.72000000,52.18200000
201945,46.28000000,49.09900000
201946,43.48000000,50.16000000
201947,40.87000000,51.17400000
201948,38.43000000,52.14700000
201949,44.98000000,49.19500000
201950,42.18000000,50.21000000
201951,39.58000000,51.18000000
201952,37.14000000,52.11100000
201953,43.68000000,49.29100000
201954,40.89000000,50.26000000
201955,38.29000000,51.18700000
201956,35.85000000,52.07500000
201957,42.37000000,49.38800000
201958,39.60000000,50.31100000
201959,37.01000000,51.19300000
201960,34.57000000,52.03800000
201961,41.07000000,49.48600000
201962,38.31000000,50.36200000
201963,35.72000000,51.19900000
201964,33.28000000,52.00100000
201965,39.76000000,49.58500000
201966,37.01000000,50.41300000
201967,34.44000000,51.20400000
201968,32.00000000,51.96300000
201969,38.45000000,49.68300000
201970,35.72000000,50.46400000
201971,33.15000000,51.21000000
201972,30.72000000,51.92400000
201973,37.13000000,49.78200000
201974,34.42000000,50.51600000
201975,31.87000000,51.21500000
201976,29.44000000,51.88500000
201977,35.82000000,49.88200000
201978,33.13000000,50.56700000
201979,30.58000000,51.22100000
201980,28.17000000,51.84500000
201981,34.50000000,49.98200000
201982,31.83000000,50.61900000
201983,29.30000000,51.22600000
201984,26.89000000,51.80500000
201985,33.18000000,50.08200000
201986,30.53000000,50.67100000
201987,28.02000000,51.23100000
201988,25.62000000,51.76500000
201989,31.86000000,50.18300000
201990,29.23000000,50.72300000
201991,26.73000000,51.23600000
201992,24.35000000,51.72400000
201993,30.54000000,50.28400000
201994,27.93000000,50.77500000
201995,25.45000000,51.24100000
201996,23.08000000,51.68300000
201997,29.21000000,50.38400000
201998,26.63000000,50.82700000
201999,24.17000000,51.24500000
202000,21.81000000,51.64100000
202001,27.89000000,50.48600000
202002,25.33000000,50.88000000
202003,22.89000000,51.25000000
202004,20.54000000,51.60000000
202005,26.56000000,50.58700000
202006,24.03000000,50.93200000
202007,21.61000000,51.25500000
202008,19.28000000,51.55800000
202009,25.23000000,50.68800000
202010,22.73000000,50.98400000
202011,20.33000000,51.25900000
202012,18.02000000,51.51500000
202013,23.90000000,50.78900000
202014,21.43000000,51.03700000
202015,19.05000000,51.26400000
202016,16.76000000,51.47300000
202017,22.56000000,50.89100000
202018,20.12000000,51.08900000
202019,17.77000000,51.26800000
202020,15.50000000,51.43000000
202021,21.23000000,50.99200000
202022,18.82000000,51.14200000
202023,16.50000000,51.27300000
202024,14.24000000,51.38800000
202025,19.89000000,51.09300000
202026,17.52000000,51.19400000
202027,15.22000000,51.27700000
202028,12.99000000,51.34500000
202029,18.55000000,51.19400000
202030,16.21000000,51.24700000
202031,13.94000000,51.28200000
202032,11.74000000,51.30200000
202033,17.21000000,51.29500000
202034,14.90000000,51.29900000
202035,12.67000000,51.28600000
202036,10.49000000,51.26000000
202037,15.86000000,51.39600000
202038,13.60000000,51.35100000
202039,11.39000000,51.29100000
202040,9.24000000,51.21700000
202041,14.52000000,51.49600000
202042,12.29000000,51.40400000
202043,10.11000000,51.29600000
202044,7.99000000,51.17500000
202045,13.17000000,51.59700000
202046,10.98000000,51.45600000
202047,8.84000000,51.30000000
202048,6.74000000,51.13200000
202049,11.83000000,51.69600000
202050,9.67000000,51.50800000
202051,7.57000000,51.30500000
202052,5.50000000,51.09000000
202053,10.48000000,51.79600000
202054,8.36000000,51.56000000
202055,6.29000000,51.31000000
202056,4.26000000,51.04800000
202057,9.13000000,51.89500000
202058,7.05000000,51.61200000
202059,5.02000000,51.31500000
202060,3.02000000,51.00600000
202061,7.78000000,51.99400000
202062,5.74000000,51.66400000
202063,3.75000000,51.32000000
202064,1.78000000,50.96500000
202065,6.42000000,52.09200000
202066,4.43000000,51.71600000
202067,2.47000000,51.32500000
202068,0.54000000,50.92300000
202069,5.07000000,52.19000000
202070,3.12000000,51.76700000
202071,1.20000000,51.33100000
202072,-0.69000000,50.88200000
202073,3.71000000,52.28700000
202074,1.81000000,51.81900000
202075,-0.07000000,51.33600000
202076,-1.93000000,50.84200000
202077,2.36000000,52.38400000
202078,0.50000000,51.87000000
202079,-1.34000000,51.34200000
202080,-3.16000000,50.80200000
202081,1.00000000,52.48000000
202082,-0.82000000,51.92100000
202083,-2.61000000,51.34800000
202084,-4.39000000,50.76200000
202085,-0.36000000,52.57600000
202086,-2.13000000,51.97200000
202087,-3.88000000,51.35400000
202088,-5.62000000,50.72300000
202089,-1.72000000,52.67000000
202090,-3.44000000,52.02300000
202091,-5.15000000,51.36000000
202092,-6.85000000,50.68400000
202093,-3.09000000,52.76500000
202094,-4.76000000,52.07300000
202095,-6.42000000,51.36700000
202096,-8.07000000,50.64600000
202097,-4.45000000,52.85800000
202098,-6.07000000,52.12400000
202099,-7.69000000,51.37300000
202100,-9.30000000,50.60900000
202101,-5.81000000,52.95100000
202102,-7.39000000,52.17400000
202103,-8.96000000,51.38000000
202104,-10.52000000,50.57200000
202105,-7.18000000,53.04300000
202106,-8.70000000,52.22300000
202107,-10.22000000,51.38700000
202108,-11.74000000,50.53500000
202109,-8.54000000,53.13400000
202110,-10.02000000,52.27300000
202111,-11.49000000,51.39500000
202112,-12.96000000,50.50000000
202113,-9.91000000,53.22400000
202114,-11.34000000,52.32200000
202115,-12.76000000,51.40200000
202116,-14.18000000,50.46500000
202117,-11.28000000,53.31300000
